ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Dataset,Gloss_in_Source,Borrowing
Athpahariya-Tekunala-101_name-1,,Athpahariya-Tekunala,101_name,niŋ,niŋ,n i + ŋ,,Athpahariya,,,^n i ŋ $,Athpahariya-Tekunala,,,
Belhare-Guthitar-101_name-1,,Belhare-Guthitar,101_name,niŋ,niŋ,n i ŋ,,Athpahariya,,,^n i ŋ$,Belhare-Guthitar,,,
Athpahariya-Khalde-101_name-1,,Athpahariya-Khalde,101_name,pai,pai,p ai,,Athpahariya,,,^p ai$,Athpahariya-Khalde,,,
Athpahariya-Hatiya-101_name-1,,Athpahariya-Hatiya,101_name,niŋ,niŋ,n i + ŋ,,Athpahariya,,,^n i ŋ $,Athpahariya-Hatiya,,,
Bantawa-Khoku-101_name-1,,Bantawa-Khoku,101_name,nɨŋ,nɨŋ,n ɨ ŋ,,Bantawa,,,^n ɨ ŋ$,Bantawa-Khoku,,,
Bantawa-Lungin-101_name-1,,Bantawa-Lungin,101_name,nɨŋ,nɨŋ,n ɨ ŋ,,Bantawa,,,^n ɨ ŋ$,Bantawa-Lungin,,,
Bantawa-Thidingkha-101_name-1,,Bantawa-Thidingkha,101_name,nəŋ,nəŋ,n ə ŋ,,Bantawa,,,^n ə ŋ$,Bantawa-Thidingkha,,,
Bantawa-Timma-101_name-1,,Bantawa-Timma,101_name,nəŋ,nəŋ,n ə ŋ,,Bantawa,,,^n ə ŋ$,Bantawa-Timma,,,
Bantawa-Okhre-101_name-1,,Bantawa-Okhre,101_name,nɨŋ,nɨŋ,n ɨ ŋ,,Bantawa,,,^n ɨ ŋ$,Bantawa-Okhre,,,
Belhare-Belhare-101_name-1,,Belhare-Belhare,101_name,niŋ,niŋ,n i ŋ,,Belhare,,,^n i ŋ$,Belhare-Belhare,,,
Belhare-Piple-101_name-1,,Belhare-Piple,101_name,niŋ,niŋ,n i ŋ,,Belhare,,,^n i ŋ$,Belhare-Piple,,,
Belhare-Guthitar-101_name-2,,Belhare-Guthitar,101_name,niŋ,niŋ,n i ŋ,,Belhare,,,^n i ŋ$,Belhare-Guthitar,,,
Belhare-Rudrabari-101_name-1,,Belhare-Rudrabari,101_name,niŋ,niŋ,n i ŋ,,Belhare,,,^n i ŋ$,Belhare-Rudrabari,,,
Chamling-Hadunge-101_name-1,,Chamling-Hadunge,101_name,nuŋ,nuŋ,n u ŋ,,Chamling,,,^n u ŋ$,Chamling-Hadunge,,,
Chamling-Halesi-101_name-1,,Chamling-Halesi,101_name,nuŋ,nuŋ,n u ŋ,,Chamling,,,^n u ŋ$,Chamling-Halesi,,,
Chamling-Ratanchha-101_name-1,,Chamling-Ratanchha,101_name,nuŋ,nuŋ,n u ŋ,,Chamling,,,^n u ŋ$,Chamling-Ratanchha,,,
Chamling-Balamta-101_name-1,,Chamling-Balamta,101_name,nuŋ,nuŋ,n u ŋ,,Chamling,,,^n u ŋ$,Chamling-Balamta,,,
Chamling-Aaptar-101_name-1,,Chamling-Aaptar,101_name,nuŋ,nuŋ,n u ŋ,,Chamling,,,^n u ŋ$,Chamling-Aaptar,,,
Chintang-ChaudhariTole-101_name-1,,Chintang-ChaudhariTole,101_name,nɨŋ,nɨŋ,n ɨ ŋ,,Chintang,,,^n ɨ ŋ$,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-101_name-1,,Chintang-Mulgaun,101_name,nɨŋ,nɨŋ,n ɨ ŋ,,Chintang,,,^n ɨ ŋ$,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-101_name-1,,Chintang-Nangchhuwa,101_name,nɨŋ,nɨŋ,n ɨ ŋ,,Chintang,,,^n ɨ ŋ$,Chintang-Nangchhuwa,,,
Chintang-Mangthana-101_name-1,,Chintang-Mangthana,101_name,nɨŋ,nɨŋ,n ɨ ŋ,,Chintang,,,^n ɨ ŋ$,Chintang-Mangthana,,,
Chintang-Chambak-101_name-1,,Chintang-Chambak,101_name,nɨŋ,nɨŋ,n ɨ ŋ,,Chintang,,,^n ɨ ŋ$,Chintang-Chambak,,,
Chulung-Barbhanjyang-101_name-1,,Chulung-Barbhanjyang,101_name,nɨŋ,nɨŋ,n ɨ + ŋ,,Chulung,,,^n ɨ ŋ $,Chulung-Barbhanjyang,,,
Chulung-Gairi-101_name-1,,Chulung-Gairi,101_name,nɨŋ,nɨŋ,n ɨ + ŋ,,Chulung,,,^n ɨ ŋ $,Chulung-Gairi,,,
Chulung-Pakha-101_name-1,,Chulung-Pakha,101_name,nɨŋ,nɨŋ,n ɨ + ŋ,,Chulung,,,^n ɨ ŋ $,Chulung-Pakha,,,
Chulung-Pokla-101_name-1,,Chulung-Pokla,101_name,niŋ,niŋ,n i + ŋ,,Chulung,,,^n i ŋ $,Chulung-Pokla,,,
Chulung-Sukeahal-101_name-1,,Chulung-Sukeahal,101_name,nɨŋ,nɨŋ,n ɨ + ŋ,,Chulung,,,^n ɨ ŋ $,Chulung-Sukeahal,,,
Dhimal-West-101_name-1,,Dhimal-West,101_name,mi,mi,m i,,Dhimal,,,^m i $,Dhimal-West,,,
Dhimal-East-101_name-1,,Dhimal-East,101_name,miŋ,miŋ,m i ŋ,,Dhimal,,,^m i ŋ$,Dhimal-East,,,
Dulung-Bartole-101_name-1,,Dulung-Bartole,101_name,nʌŋ,nʌŋ,n ʌ + ŋ,,Dulung,,,^n ʌ ŋ $,Dulung-Bartole,,,
Dulung-Dandatole-101_name-1,,Dulung-Dandatole,101_name,nʌŋ,nʌŋ,n ʌ + ŋ,,Dulung,,,^n ʌ ŋ $,Dulung-Dandatole,,,
Dulung-Tharpu-101_name-1,,Dulung-Tharpu,101_name,nʌŋ,nʌŋ,n ʌ + ŋ,,Dulung,,,^n ʌ ŋ $,Dulung-Tharpu,,,
Dulung-Chaukibari-101_name-1,,Dulung-Chaukibari,101_name,nʌŋ,nʌŋ,n ʌ + ŋ,,Dulung,,,^n ʌ ŋ $,Dulung-Chaukibari,,,
Dulung-Bastim-101_name-1,,Dulung-Bastim,101_name,nʌŋ,nʌŋ,n ʌ + ŋ,,Dulung,,,^n ʌ ŋ $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-101_name-1,,Ghale-Gurung-Mandre,101_name,min,min,m i + n,,Ghale-Gurung,,,^m i n $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-101_name-1,,Ghale-Gurung-Barpak1,101_name,min,min,m i + n,,Ghale-Gurung,,,^m i n $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-101_name-1,,Ghale-Gurung-Barpak2,101_name,min,min,m i + n,,Ghale-Gurung,,,^m i n $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-101_name-1,,Ghale-Gurung-Laprak,101_name,min,min,m i + n,,Ghale-Gurung,,,^m i n $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-101_name-1,,Ghale-Gurung-Gumda,101_name,min,min,m i + n,,Ghale-Gurung,,,^m i n $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-101_name-1,,Gurung-Sirubari,101_name,me,me,m e,,Gurung,,,^m e $,Gurung-Sirubari,,,
Gurung-Pokhara-101_name-1,,Gurung-Pokhara,101_name,mi,mi,m i,,Gurung,,,^m i $,Gurung-Pokhara,,,
Gurung-Sikles-101_name-1,,Gurung-Sikles,101_name,mi,mi,m i,,Gurung,,,^m i $,Gurung-Sikles,,,
Gurung-Khasur-101_name-1,,Gurung-Khasur,101_name,mi,mi,m i,,Gurung,,,^m i $,Gurung-Khasur,,,
Gurung-Bhujung-101_name-1,,Gurung-Bhujung,101_name,mi,mi,m i,,Gurung,,,^m i $,Gurung-Bhujung,,,
Jirel-Sikri-101_name-1,,Jirel-Sikri,101_name,min /miŋ,min,m i + n,,Jirel,,,^m i n $,Jirel-Sikri,,,
Jirel-Sikri-101_name-2,,Jirel-Sikri,101_name,min /miŋ,miŋ,m i + ŋ,,Jirel,,,^m i ŋ $,Jirel-Sikri,,,
Jirel-Kharoban-101_name-1,,Jirel-Kharoban,101_name,min,min,m i + n,,Jirel,,,^m i n $,Jirel-Kharoban,,,
Jirel-Chhetrapa-101_name-1,,Jirel-Chhetrapa,101_name,min,min,m i + n,,Jirel,,,^m i n $,Jirel-Chhetrapa,,,
Jirel-Yarsa-101_name-1,,Jirel-Yarsa,101_name,min,min,m i + n,,Jirel,,,^m i n $,Jirel-Yarsa,,,
Athpahariya-Santang-102_man-1,,Athpahariya-Santang,102_man,yapmi,yapmi,j a p + m i,,Athpahariya,,,^ya pm i $,Athpahariya-Santang,,,
Athpahariya-Tekunala-102_man-1,,Athpahariya-Tekunala,102_man,yapmi,yapmi,j a p + m i,,Athpahariya,,,^ya pm i $,Athpahariya-Tekunala,,,
Belhare-Guthitar-102_man-1,,Belhare-Guthitar,102_man,mai,mai,m ai,,Athpahariya,,,^m ai$,Belhare-Guthitar,,,
Athpahariya-Khalde-102_man-1,,Athpahariya-Khalde,102_man,yapmi,yapmi,j a p + m i,,Athpahariya,,,^ya pm i $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-102_man-1,,Athpahariya-Hatiya,102_man,yapmi,yapmi,j a p + m i,,Athpahariya,,,^ya pm i $,Athpahariya-Hatiya,,,
Bantawa-Khoku-102_man-1,,Bantawa-Khoku,102_man,mɨna,mɨna,m ɨ + n a,,Bantawa,,,^m ɨ n a $,Bantawa-Khoku,,,
Bantawa-Lungin-102_man-1,,Bantawa-Lungin,102_man,məna,məna,m ə + n a,,Bantawa,,,^m ə n a $,Bantawa-Lungin,,,
Bantawa-Thidingkha-102_man-1,,Bantawa-Thidingkha,102_man,məna,məna,m ə + n a,,Bantawa,,,^m ə n a $,Bantawa-Thidingkha,,,
Bantawa-Timma-102_man-1,,Bantawa-Timma,102_man,məna,məna,m ə + n a,,Bantawa,,,^m ə n a $,Bantawa-Timma,,,
Bantawa-Okhre-102_man-1,,Bantawa-Okhre,102_man,məna,məna,m ə + n a,,Bantawa,,,^m ə n a $,Bantawa-Okhre,,,
Belhare-Belhare-102_man-1,,Belhare-Belhare,102_man,mai,mai,m ai,,Belhare,,,^m ai$,Belhare-Belhare,,,
Belhare-Piple-102_man-1,,Belhare-Piple,102_man,mai,mai,m ai,,Belhare,,,^m ai$,Belhare-Piple,,,
Belhare-Guthitar-102_man-2,,Belhare-Guthitar,102_man,mai,mai,m ai,,Belhare,,,^m ai$,Belhare-Guthitar,,,
Belhare-Rudrabari-102_man-1,,Belhare-Rudrabari,102_man,mai,mai,m ai,,Belhare,,,^m ai$,Belhare-Rudrabari,,,
Chamling-Hadunge-102_man-1,,Chamling-Hadunge,102_man,mina,mina,m i + n a,,Chamling,,,^m i n a $,Chamling-Hadunge,,,
Chamling-Halesi-102_man-1,,Chamling-Halesi,102_man,mina,mina,m i + n a,,Chamling,,,^m i n a $,Chamling-Halesi,,,
Chamling-Ratanchha-102_man-1,,Chamling-Ratanchha,102_man,mina,mina,m i + n a,,Chamling,,,^m i n a $,Chamling-Ratanchha,,,
Chamling-Balamta-102_man-1,,Chamling-Balamta,102_man,mina,mina,m i + n a,,Chamling,,,^m i n a $,Chamling-Balamta,,,
Chamling-Aaptar-102_man-1,,Chamling-Aaptar,102_man,mina,mina,m i + n a,,Chamling,,,^m i n a $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-102_man-1,,Chintang-ChaudhariTole,102_man,waʔmi,waʔmi,w a ʔ + m i,,Chintang,,,^w a ʔm i $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-102_man-1,,Chintang-Mulgaun,102_man,waʔmi,waʔmi,w a ʔ + m i,,Chintang,,,^w a ʔm i $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-102_man-1,,Chintang-Nangchhuwa,102_man,waʔmi,waʔmi,w a ʔ + m i,,Chintang,,,^w a ʔm i $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-102_man-1,,Chintang-Mangthana,102_man,waʔmi,waʔmi,w a ʔ + m i,,Chintang,,,^w a ʔm i $,Chintang-Mangthana,,,
Chintang-Chambak-102_man-1,,Chintang-Chambak,102_man,waʔmi,waʔmi,w a ʔ + m i,,Chintang,,,^w a ʔm i $,Chintang-Chambak,,,
Chulung-Barbhanjyang-102_man-1,,Chulung-Barbhanjyang,102_man,maʔmi,maʔmi,m a ʔ + m i,,Chulung,,,^m a ʔm i $,Chulung-Barbhanjyang,,,
Chulung-Gairi-102_man-1,,Chulung-Gairi,102_man,maʔmi,maʔmi,m a ʔ + m i,,Chulung,,,^m a ʔm i $,Chulung-Gairi,,,
Chulung-Pakha-102_man-1,,Chulung-Pakha,102_man,maʔmi,maʔmi,m a ʔ + m i,,Chulung,,,^m a ʔm i $,Chulung-Pakha,,,
Chulung-Pokla-102_man-1,,Chulung-Pokla,102_man,maʔmi,maʔmi,m a ʔ + m i,,Chulung,,,^m a ʔm i $,Chulung-Pokla,,,
Chulung-Sukeahal-102_man-1,,Chulung-Sukeahal,102_man,maʔmi,maʔmi,m a ʔ + m i,,Chulung,,,^m a ʔm i $,Chulung-Sukeahal,,,
Dhimal-West-102_man-1,,Dhimal-West,102_man,djaŋ,djaŋ,d j a ŋ,,Dhimal,,,^dj a ŋ$,Dhimal-West,,,
Dhimal-East-102_man-1,,Dhimal-East,102_man,wabal,wabal,w a + b a + l,,Dhimal,,,^w a b a l $,Dhimal-East,,,
Dulung-Bartole-102_man-1,,Dulung-Bartole,102_man,min,min,m i + n,,Dulung,,,^m i n $,Dulung-Bartole,,,
Dulung-Dandatole-102_man-1,,Dulung-Dandatole,102_man,min,min,m i + n,,Dulung,,,^m i n $,Dulung-Dandatole,,,
Dulung-Tharpu-102_man-1,,Dulung-Tharpu,102_man,min,min,m i + n,,Dulung,,,^m i n $,Dulung-Tharpu,,,
Dulung-Chaukibari-102_man-1,,Dulung-Chaukibari,102_man,min,min,m i + n,,Dulung,,,^m i n $,Dulung-Chaukibari,,,
Dulung-Bastim-102_man-1,,Dulung-Bastim,102_man,min,min,m i + n,,Dulung,,,^m i n $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-102_man-1,,Ghale-Gurung-Mandre,102_man,mi,mi,m i,,Ghale-Gurung,,,^m i $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-102_man-1,,Ghale-Gurung-Barpak1,102_man,mi,mi,m i,,Ghale-Gurung,,,^m i $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-102_man-1,,Ghale-Gurung-Barpak2,102_man,mi/pʌti,mi,m i,,Ghale-Gurung,,,^m i $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Barpak2-102_man-2,,Ghale-Gurung-Barpak2,102_man,mi/pʌti,pʌti,p ʌ + t i,,Ghale-Gurung,,,^p ʌ t i $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-102_man-1,,Ghale-Gurung-Laprak,102_man,mi–,mi–,m i,,Ghale-Gurung,,,^m i– $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-102_man-1,,Ghale-Gurung-Gumda,102_man,mi,mi,m i,,Ghale-Gurung,,,^m i $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-102_man-1,,Gurung-Sirubari,102_man,mi̤,mi̤,m i̤,,Gurung,,,^m i̤$,Gurung-Sirubari,,,
Gurung-Pokhara-102_man-1,,Gurung-Pokhara,102_man,mi̤,mi̤,m i̤,,Gurung,,,^m i̤$,Gurung-Pokhara,,,
Gurung-Sikles-102_man-1,,Gurung-Sikles,102_man,mi̤,mi̤,m i̤,,Gurung,,,^m i̤$,Gurung-Sikles,,,
Gurung-Khasur-102_man-1,,Gurung-Khasur,102_man,mi̤,mi̤,m i̤,,Gurung,,,^m i̤$,Gurung-Khasur,,,
Gurung-Bhujung-102_man-1,,Gurung-Bhujung,102_man,mi̤,mi̤,m i̤,,Gurung,,,^m i̤$,Gurung-Bhujung,,,
Jirel-Sikri-102_man-1,,Jirel-Sikri,102_man,mi,mi,m i,,Jirel,,,^m i $,Jirel-Sikri,,,
Jirel-Kharoban-102_man-1,,Jirel-Kharoban,102_man,mi,mi,m i,,Jirel,,,^m i $,Jirel-Kharoban,,,
Jirel-Chhetrapa-102_man-1,,Jirel-Chhetrapa,102_man,mi,mi,m i,,Jirel,,,^m i $,Jirel-Chhetrapa,,,
Jirel-Yarsa-102_man-1,,Jirel-Yarsa,102_man,mi,mi,m i,,Jirel,,,^m i $,Jirel-Yarsa,,,
Athpahariya-Santang-103_woman-1,,Athpahariya-Santang,103_woman,metshema,metshema,m e + tsʰ e + m a,,Athpahariya,,,^m e tsh e m a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-103_woman-1,,Athpahariya-Tekunala,103_woman,metshema,metshema,m e + tsʰ e + m a,,Athpahariya,,,^m e tsh e m a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-103_woman-1,,Belhare-Guthitar,103_woman,myatsha,myatsha,m j a + tsʰ a,,Athpahariya,,,^m ya tsh a $,Belhare-Guthitar,,,
Athpahariya-Khalde-103_woman-1,,Athpahariya-Khalde,103_woman,metshema,metshema,m e + tsʰ e + m a,,Athpahariya,,,^m e tsh e m a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-103_woman-1,,Athpahariya-Hatiya,103_woman,metshema,metshema,m e + tsʰ e + m a,,Athpahariya,,,^m e tsh e m a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-103_woman-1,,Bantawa-Khoku,103_woman,ma,ma,m a,,Bantawa,,,^m a $,Bantawa-Khoku,,,
Bantawa-Lungin-103_woman-1,,Bantawa-Lungin,103_woman,ma,ma,m a,,Bantawa,,,^m a $,Bantawa-Lungin,,,
Bantawa-Thidingkha-103_woman-1,,Bantawa-Thidingkha,103_woman,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Thidingkha,,,
Bantawa-Timma-103_woman-1,,Bantawa-Timma,103_woman,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Timma,,,
Bantawa-Okhre-103_woman-1,,Bantawa-Okhre,103_woman,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Okhre,,,
Belhare-Belhare-103_woman-1,,Belhare-Belhare,103_woman,miyacha,miyacha,m i + j a + tʃʰ a,,Belhare,,,^m iya ch a $,Belhare-Belhare,,,
Belhare-Piple-103_woman-1,,Belhare-Piple,103_woman,myacha,myacha,m j a + tʃʰ a,,Belhare,,,^m ya ch a $,Belhare-Piple,,,
Belhare-Guthitar-103_woman-2,,Belhare-Guthitar,103_woman,myacha,myacha,m j a + tʃʰ a,,Belhare,,,^m ya ch a $,Belhare-Guthitar,,,
Belhare-Rudrabari-103_woman-1,,Belhare-Rudrabari,103_woman,miacha,miacha,m i/j a + tʃʰ a,,Belhare,,,^m ia ch a $,Belhare-Rudrabari,,,
Chamling-Hadunge-103_woman-1,,Chamling-Hadunge,103_woman,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Hadunge,,,
Chamling-Halesi-103_woman-1,,Chamling-Halesi,103_woman,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Halesi,,,
Chamling-Ratanchha-103_woman-1,,Chamling-Ratanchha,103_woman,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Ratanchha,,,
Chamling-Balamta-103_woman-1,,Chamling-Balamta,103_woman,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Balamta,,,
Chamling-Aaptar-103_woman-1,,Chamling-Aaptar,103_woman,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-103_woman-1,,Chintang-ChaudhariTole,103_woman,ma,ma,m a,,Chintang,,,^m a $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-103_woman-1,,Chintang-Mulgaun,103_woman,ma,ma,m a,,Chintang,,,^m a $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-103_woman-1,,Chintang-Nangchhuwa,103_woman,ma,ma,m a,,Chintang,,,^m a $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-103_woman-1,,Chintang-Mangthana,103_woman,ma,ma,m a,,Chintang,,,^m a $,Chintang-Mangthana,,,
Chintang-Chambak-103_woman-1,,Chintang-Chambak,103_woman,ma,ma,m a,,Chintang,,,^m a $,Chintang-Chambak,,,
Chulung-Barbhanjyang-103_woman-1,,Chulung-Barbhanjyang,103_woman,ma,ma,m a,,Chulung,,,^m a $,Chulung-Barbhanjyang,,,
Chulung-Gairi-103_woman-1,,Chulung-Gairi,103_woman,ma,ma,m a,,Chulung,,,^m a $,Chulung-Gairi,,,
Chulung-Pakha-103_woman-1,,Chulung-Pakha,103_woman,ma,ma,m a,,Chulung,,,^m a $,Chulung-Pakha,,,
Chulung-Pokla-103_woman-1,,Chulung-Pokla,103_woman,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Pokla,,,
Chulung-Sukeahal-103_woman-1,,Chulung-Sukeahal,103_woman,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Sukeahal,,,
Dhimal-West-103_woman-1,,Dhimal-West,103_woman,bebal,bebal,b e + b a + l,,Dhimal,,,^b e b a l $,Dhimal-West,,,
Dhimal-East-103_woman-1,,Dhimal-East,103_woman,bebal,bebal,b e + b a + l,,Dhimal,,,^b e b a l $,Dhimal-East,,,
Dulung-Bartole-103_woman-1,,Dulung-Bartole,103_woman,metshama,metshama,m e + tsʰ a + m a,,Dulung,,,^m e tsh a m a $,Dulung-Bartole,,,
Dulung-Dandatole-103_woman-1,,Dulung-Dandatole,103_woman,metshama,metshama,m e + tsʰ a + m a,,Dulung,,,^m e tsh a m a $,Dulung-Dandatole,,,
Dulung-Tharpu-103_woman-1,,Dulung-Tharpu,103_woman,metshama,metshama,m e + tsʰ a + m a,,Dulung,,,^m e tsh a m a $,Dulung-Tharpu,,,
Dulung-Chaukibari-103_woman-1,,Dulung-Chaukibari,103_woman,tsha,tsha,tsʰ a,,Dulung,,,^tsh a $,Dulung-Chaukibari,,,
Dulung-Bastim-103_woman-1,,Dulung-Bastim,103_woman,metshama,metshama,m e + tsʰ a + m a,,Dulung,,,^m e tsh a m a $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-103_woman-1,,Ghale-Gurung-Mandre,103_woman,mʌdimi,mʌdimi,m ʌ + d i + m i,,Ghale-Gurung,,,^m ʌ d i m i $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-103_woman-1,,Ghale-Gurung-Barpak1,103_woman,mʌdi,mʌdi,m ʌ + d i,,Ghale-Gurung,,,^m ʌ d i $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-103_woman-1,,Ghale-Gurung-Barpak2,103_woman,mʌti,mʌti,m ʌ + t i,,Ghale-Gurung,,,^m ʌ t i $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-103_woman-1,,Ghale-Gurung-Laprak,103_woman,mʌdi,mʌdi,m ʌ + d i,,Ghale-Gurung,,,^m ʌ d i $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-103_woman-1,,Ghale-Gurung-Gumda,103_woman,mʌdi,mʌdi,m ʌ + d i,,Ghale-Gurung,,,^m ʌ d i $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-103_woman-1,,Gurung-Sirubari,103_woman,mrisjo,mrisjo,m r i s + j o,,Gurung,,,^mr i sj o $,Gurung-Sirubari,,,
Gurung-Pokhara-103_woman-1,,Gurung-Pokhara,103_woman,rimai,rimai,r i + m ai,,Gurung,,,^r i m ai$,Gurung-Pokhara,,,
Gurung-Sikles-103_woman-1,,Gurung-Sikles,103_woman,rimai,rimai,r i + m ai,,Gurung,,,^r i m ai$,Gurung-Sikles,,,
Gurung-Khasur-103_woman-1,,Gurung-Khasur,103_woman,rimʌje,rimʌje,r i + m ʌ + j e,,Gurung,,,^r i m ʌ j e $,Gurung-Khasur,,,
Gurung-Bhujung-103_woman-1,,Gurung-Bhujung,103_woman,rimʌi,rimʌi,r i + m ʌi,,Gurung,,,^r i m ʌi$,Gurung-Bhujung,,,
Jirel-Sikri-103_woman-1,,Jirel-Sikri,103_woman,phemmemi,phemmemi,pʰ e m + m e + m i,,Jirel,,,^ph e mm e m i $,Jirel-Sikri,,,
Jirel-Kharoban-103_woman-1,,Jirel-Kharoban,103_woman,phemmemi/ phemmeme,phemmemi,pʰ e m + m e + m i,,Jirel,,,^ph e mm e m i $,Jirel-Kharoban,,,
Jirel-Kharoban-103_woman-2,,Jirel-Kharoban,103_woman,phemmemi/ phemmeme,phemmeme,pʰ e m + m e + m e,,Jirel,,,^ph e mm e m e $,Jirel-Kharoban,,,
Jirel-Chhetrapa-103_woman-1,,Jirel-Chhetrapa,103_woman,phememi,phememi,pʰ e + m e + m i,,Jirel,,,^ph e m e m i $,Jirel-Chhetrapa,,,
Jirel-Yarsa-103_woman-1,,Jirel-Yarsa,103_woman,phemmemi,phemmemi,pʰ e m + m e + m i,,Jirel,,,^ph e mm e m i $,Jirel-Yarsa,,,
Athpahariya-Santang-104_child-1,,Athpahariya-Santang,104_child,wowotsi,wowotsi,w o + w o + ts i,,Athpahariya,,,^w o w o ts i $,Athpahariya-Santang,,,
Athpahariya-Tekunala-104_child-1,,Athpahariya-Tekunala,104_child,wowo,wowo,w o + w o,,Athpahariya,,,^w o w o $,Athpahariya-Tekunala,,,
Belhare-Guthitar-104_child-1,,Belhare-Guthitar,104_child,pitshya,pitshya,p i + tsʰ j a,,Athpahariya,,,^p i tsh ya$,Belhare-Guthitar,,,
Athpahariya-Khalde-104_child-1,,Athpahariya-Khalde,104_child,wowotsi,wowotsi,w o + w o + ts i,,Athpahariya,,,^w o w o ts i $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-104_child-1,,Athpahariya-Hatiya,104_child,wowo,wowo,w o + w o,,Athpahariya,,,^w o w o $,Athpahariya-Hatiya,,,
Bantawa-Khoku-104_child-1,,Bantawa-Khoku,104_child,cha,cha,tʃʰ a,,Bantawa,,,^ch a $,Bantawa-Khoku,,,
Bantawa-Lungin-104_child-1,,Bantawa-Lungin,104_child,cha,cha,tʃʰ a,,Bantawa,,,^ch a $,Bantawa-Lungin,,,
Bantawa-Thidingkha-104_child-1,,Bantawa-Thidingkha,104_child,cha,cha,tʃʰ a,,Bantawa,,,^ch a $,Bantawa-Thidingkha,,,
Bantawa-Timma-104_child-1,,Bantawa-Timma,104_child,cha,cha,tʃʰ a,,Bantawa,,,^ch a $,Bantawa-Timma,,,
Bantawa-Okhre-104_child-1,,Bantawa-Okhre,104_child,cha,cha,tʃʰ a,,Bantawa,,,^ch a $,Bantawa-Okhre,,,
Belhare-Belhare-104_child-1,,Belhare-Belhare,104_child,piccha,piccha,p i tʃ + tʃʰ a,,Belhare,,,^p i cch a $,Belhare-Belhare,,,
Belhare-Piple-104_child-1,,Belhare-Piple,104_child,picha,picha,p i + tʃʰ a,,Belhare,,,^p i ch a $,Belhare-Piple,,,
Belhare-Guthitar-104_child-2,,Belhare-Guthitar,104_child,pichya,pichya,p i + tʃʰ j a,,Belhare,,,^p i ch ya$,Belhare-Guthitar,,,
Belhare-Rudrabari-104_child-1,,Belhare-Rudrabari,104_child,niŋi,niŋi,n i + ŋ i,,Belhare,,,^n i ŋ i $,Belhare-Rudrabari,,,
Chamling-Hadunge-104_child-1,,Chamling-Hadunge,104_child,jatsha,jatsha,j a + tsʰ a,,Chamling,,,^j a tsh a $,Chamling-Hadunge,,,
