ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Dataset,Gloss_in_Source,Borrowing
Jirel-Sikri-17_fingernail-1,,Jirel-Sikri,17_fingernail,sermuk/ sermu,sermuk,s e r + m u + k,,Jirel,,,^s e rm u k $,Jirel-Sikri,,,
Jirel-Sikri-17_fingernail-2,,Jirel-Sikri,17_fingernail,sermuk/ sermu,sermu,s e r + m u,,Jirel,,,^s e rm u $,Jirel-Sikri,,,
Jirel-Kharoban-17_fingernail-1,,Jirel-Kharoban,17_fingernail,sermu,sermu,s e r + m u,,Jirel,,,^s e rm u $,Jirel-Kharoban,,,
Jirel-Chhetrapa-17_fingernail-1,,Jirel-Chhetrapa,17_fingernail,sermu,sermu,s e r + m u,,Jirel,,,^s e rm u $,Jirel-Chhetrapa,,,
Jirel-Yarsa-17_fingernail-1,,Jirel-Yarsa,17_fingernail,sermuk/ sermu,sermuk,s e r + m u + k,,Jirel,,,^s e rm u k $,Jirel-Yarsa,,,
Jirel-Yarsa-17_fingernail-2,,Jirel-Yarsa,17_fingernail,sermuk/ sermu,sermu,s e r + m u,,Jirel,,,^s e rm u $,Jirel-Yarsa,,,
Athpahariya-Santang-170_which-1,,Athpahariya-Santang,170_which,khona,khona,kʰ o + n a,,Athpahariya,,,^kh o n a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-170_which-1,,Athpahariya-Tekunala,170_which,khona,khona,kʰ o + n a,,Athpahariya,,,^kh o n a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-170_which-1,,Belhare-Guthitar,170_which,hena,hena,h e + n a,,Athpahariya,,,^h e n a $,Belhare-Guthitar,,,
Athpahariya-Khalde-170_which-1,,Athpahariya-Khalde,170_which,khona,khona,kʰ o + n a,,Athpahariya,,,^kh o n a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-170_which-1,,Athpahariya-Hatiya,170_which,sai,sai,s ai,,Athpahariya,,,^s ai$,Athpahariya-Hatiya,,,
Bantawa-Khoku-170_which-1,,Bantawa-Khoku,170_which,khakko,khakko,kʰ a k + k o,,Bantawa,,,^kh a kk o $,Bantawa-Khoku,,,
Bantawa-Lungin-170_which-1,,Bantawa-Lungin,170_which,khakko,khakko,kʰ a k + k o,,Bantawa,,,^kh a kk o $,Bantawa-Lungin,,,
Bantawa-Thidingkha-170_which-1,,Bantawa-Thidingkha,170_which,khawo,khawo,kʰ a + w o,,Bantawa,,,^kh a w o $,Bantawa-Thidingkha,,,
Bantawa-Timma-170_which-1,,Bantawa-Timma,170_which,khakko,khakko,kʰ a k + k o,,Bantawa,,,^kh a kk o $,Bantawa-Timma,,,
Bantawa-Okhre-170_which-1,,Bantawa-Okhre,170_which,khakko,khakko,kʰ a k + k o,,Bantawa,,,^kh a kk o $,Bantawa-Okhre,,,
Belhare-Belhare-170_which-1,,Belhare-Belhare,170_which,hena,hena,h e + n a,,Belhare,,,^h e n a $,Belhare-Belhare,,,
Belhare-Piple-170_which-1,,Belhare-Piple,170_which,heʔna,heʔna,h e ʔ + n a,,Belhare,,,^h e ʔn a $,Belhare-Piple,,,
Belhare-Guthitar-170_which-2,,Belhare-Guthitar,170_which,hena,hena,h e + n a,,Belhare,,,^h e n a $,Belhare-Guthitar,,,
Belhare-Rudrabari-170_which-1,,Belhare-Rudrabari,170_which,hena,hena,h e + n a,,Belhare,,,^h e n a $,Belhare-Rudrabari,,,
Chamling-Hadunge-170_which-1,,Chamling-Hadunge,170_which,demno,demno,d e m + n o,,Chamling,,,^d e mn o $,Chamling-Hadunge,,,
Chamling-Halesi-170_which-1,,Chamling-Halesi,170_which,demno,demno,d e m + n o,,Chamling,,,^d e mn o $,Chamling-Halesi,,,
Chamling-Ratanchha-170_which-1,,Chamling-Ratanchha,170_which,demno,demno,d e m + n o,,Chamling,,,^d e mn o $,Chamling-Ratanchha,,,
Chamling-Balamta-170_which-1,,Chamling-Balamta,170_which,demno,demno,d e m + n o,,Chamling,,,^d e mn o $,Chamling-Balamta,,,
Chamling-Aaptar-170_which-1,,Chamling-Aaptar,170_which,demno,demno,d e m + n o,,Chamling,,,^d e mn o $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-170_which-1,,Chintang-ChaudhariTole,170_which,hokkogo,hokkogo,h o k + k o + g o,,Chintang,,,^h o kk o g o $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-170_which-1,,Chintang-Mulgaun,170_which,hoko,hoko,h o + k o,,Chintang,,,^h o k o $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-170_which-1,,Chintang-Nangchhuwa,170_which,hokkogo,hokkogo,h o k + k o + g o,,Chintang,,,^h o kk o g o $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-170_which-1,,Chintang-Mangthana,170_which,hoko,hoko,h o + k o,,Chintang,,,^h o k o $,Chintang-Mangthana,,,
Chintang-Chambak-170_which-1,,Chintang-Chambak,170_which,hokkogo,hokkogo,h o k + k o + g o,,Chintang,,,^h o kk o g o $,Chintang-Chambak,,,
Chulung-Barbhanjyang-170_which-1,,Chulung-Barbhanjyang,170_which,khomba,khomba,kʰ o m + b a,,Chulung,,,^kh o mb a $,Chulung-Barbhanjyang,,,
Chulung-Gairi-170_which-1,,Chulung-Gairi,170_which,khomba,khomba,kʰ o m + b a,,Chulung,,,^kh o mb a $,Chulung-Gairi,,,
Chulung-Pakha-170_which-1,,Chulung-Pakha,170_which,khomba,khomba,kʰ o m + b a,,Chulung,,,^kh o mb a $,Chulung-Pakha,,,
Chulung-Pokla-170_which-1,,Chulung-Pokla,170_which,khomba,khomba,kʰ o m + b a,,Chulung,,,^kh o mb a $,Chulung-Pokla,,,
Chulung-Sukeahal-170_which-1,,Chulung-Sukeahal,170_which,khomba,khomba,kʰ o m + b a,,Chulung,,,^kh o mb a $,Chulung-Sukeahal,,,
Dhimal-West-170_which-1,,Dhimal-West,170_which,hidoi,hidoi,h i + d oi,,Dhimal,,,^h i d oi$,Dhimal-West,,,
Dhimal-East-170_which-1,,Dhimal-East,170_which,hide,hide,h i + d e,,Dhimal,,,^h i d e $,Dhimal-East,,,
Dulung-Bartole-170_which-1,,Dulung-Bartole,170_which,khigo,khigo,kʰ i + g o,,Dulung,,,^kh i g o $,Dulung-Bartole,,,
Dulung-Dandatole-170_which-1,,Dulung-Dandatole,170_which,khikko,khikko,kʰ i k + k o,,Dulung,,,^kh i kk o $,Dulung-Dandatole,,,
Dulung-Tharpu-170_which-1,,Dulung-Tharpu,170_which,khiko,khiko,kʰ i + k o,,Dulung,,,^kh i k o $,Dulung-Tharpu,,,
Dulung-Chaukibari-170_which-1,,Dulung-Chaukibari,170_which,cun,cun,tʃ u + n,,Dulung,,,^c u n $,Dulung-Chaukibari,,,
Dulung-Bastim-170_which-1,,Dulung-Bastim,170_which,khikko,khikko,kʰ i k + k o,,Dulung,,,^kh i kk o $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-170_which-1,,Ghale-Gurung-Mandre,170_which,su,su,s u,,Ghale-Gurung,,,^s u $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-170_which-1,,Ghale-Gurung-Barpak1,170_which,kʌmbʌ,kʌmbʌ,k ʌ m + b ʌ,,Ghale-Gurung,,,^k ʌ mb ʌ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-170_which-1,,Ghale-Gurung-Barpak2,170_which,kʌmpʌ,kʌmpʌ,k ʌ m + p ʌ,,Ghale-Gurung,,,^k ʌ mp ʌ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-170_which-1,,Ghale-Gurung-Laprak,170_which,kin/kʌmbʌ,kin,k i + n,,Ghale-Gurung,,,^k i n $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Laprak-170_which-2,,Ghale-Gurung-Laprak,170_which,kin/kʌmbʌ,kʌmbʌ,k ʌ m + b ʌ,,Ghale-Gurung,,,^k ʌ mb ʌ $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-170_which-1,,Ghale-Gurung-Gumda,170_which,kʌne,kʌne,k ʌ + n e,,Ghale-Gurung,,,^k ʌ n e $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-170_which-1,,Gurung-Sirubari,170_which,khantsa,khantsa,kʰ a n + ts a,,Gurung,,,^kh a nts a $,Gurung-Sirubari,,,
Gurung-Pokhara-170_which-1,,Gurung-Pokhara,170_which,khʌbʌ,khʌbʌ,kʰ ʌ + b ʌ,,Gurung,,,^kh ʌ b ʌ $,Gurung-Pokhara,,,
Gurung-Sikles-170_which-1,,Gurung-Sikles,170_which,khʌba,khʌba,kʰ ʌ + b a,,Gurung,,,^kh ʌ b a $,Gurung-Sikles,,,
Gurung-Khasur-170_which-1,,Gurung-Khasur,170_which,su,su,s u,,Gurung,,,^s u $,Gurung-Khasur,,,
Gurung-Bhujung-170_which-1,,Gurung-Bhujung,170_which,su,su,s u,,Gurung,,,^s u $,Gurung-Bhujung,,,
Jirel-Sikri-170_which-1,,Jirel-Sikri,170_which,khaŋ,khaŋ,kʰ a + ŋ,,Jirel,,,^kh a ŋ $,Jirel-Sikri,,,
Jirel-Kharoban-170_which-1,,Jirel-Kharoban,170_which,khaŋ,khaŋ,kʰ a + ŋ,,Jirel,,,^kh a ŋ $,Jirel-Kharoban,,,
Jirel-Chhetrapa-170_which-1,,Jirel-Chhetrapa,170_which,tsiba /khaŋ,tsiba,ts i + b a,,Jirel,,,^ts i b a $,Jirel-Chhetrapa,,,
Jirel-Chhetrapa-170_which-2,,Jirel-Chhetrapa,170_which,tsiba /khaŋ,khaŋ,kʰ a + ŋ,,Jirel,,,^kh a ŋ $,Jirel-Chhetrapa,,,
Jirel-Yarsa-170_which-1,,Jirel-Yarsa,170_which,tsi,tsi,ts i,,Jirel,,,^ts i $,Jirel-Yarsa,,,
Athpahariya-Santang-171_this-1,,Athpahariya-Santang,171_this,na,na,n a,,Athpahariya,,,^n a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-171_this-1,,Athpahariya-Tekunala,171_this,na,na,n a,,Athpahariya,,,^n a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-171_this-1,,Belhare-Guthitar,171_this,ma,ma,m a,,Athpahariya,,,^m a $,Belhare-Guthitar,,,
Athpahariya-Khalde-171_this-1,,Athpahariya-Khalde,171_this,na,na,n a,,Athpahariya,,,^n a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-171_this-1,,Athpahariya-Hatiya,171_this,na,na,n a,,Athpahariya,,,^n a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-171_this-1,,Bantawa-Khoku,171_this,okko,okko,o k + k o,,Bantawa,,,^o kk o $,Bantawa-Khoku,,,
Bantawa-Lungin-171_this-1,,Bantawa-Lungin,171_this,o,o,o,,Bantawa,,,^o $,Bantawa-Lungin,,,
Bantawa-Thidingkha-171_this-1,,Bantawa-Thidingkha,171_this,o,o,o,,Bantawa,,,^o $,Bantawa-Thidingkha,,,
Bantawa-Timma-171_this-1,,Bantawa-Timma,171_this,oko,oko,o + k o,,Bantawa,,,^o k o $,Bantawa-Timma,,,
Bantawa-Okhre-171_this-1,,Bantawa-Okhre,171_this,oko,oko,o + k o,,Bantawa,,,^o k o $,Bantawa-Okhre,,,
Belhare-Belhare-171_this-1,,Belhare-Belhare,171_this,na,na,n a,,Belhare,,,^n a $,Belhare-Belhare,,,
Belhare-Piple-171_this-1,,Belhare-Piple,171_this,ina,ina,i + n a,,Belhare,,,^i n a $,Belhare-Piple,,,
Belhare-Guthitar-171_this-2,,Belhare-Guthitar,171_this,ma,ma,m a,,Belhare,,,^m a $,Belhare-Guthitar,,,
Belhare-Rudrabari-171_this-1,,Belhare-Rudrabari,171_this,na,na,n a,,Belhare,,,^n a $,Belhare-Rudrabari,,,
Chamling-Hadunge-171_this-1,,Chamling-Hadunge,171_this,oko,oko,o + k o,,Chamling,,,^o k o $,Chamling-Hadunge,,,
Chamling-Halesi-171_this-1,,Chamling-Halesi,171_this,oko,oko,o + k o,,Chamling,,,^o k o $,Chamling-Halesi,,,
Chamling-Ratanchha-171_this-1,,Chamling-Ratanchha,171_this,oko,oko,o + k o,,Chamling,,,^o k o $,Chamling-Ratanchha,,,
Chamling-Balamta-171_this-1,,Chamling-Balamta,171_this,oko,oko,o + k o,,Chamling,,,^o k o $,Chamling-Balamta,,,
Chamling-Aaptar-171_this-1,,Chamling-Aaptar,171_this,oko,oko,o + k o,,Chamling,,,^o k o $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-171_this-1,,Chintang-ChaudhariTole,171_this,bago,bago,b a + g o,,Chintang,,,^b a g o $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-171_this-1,,Chintang-Mulgaun,171_this,bago,bago,b a + g o,,Chintang,,,^b a g o $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-171_this-1,,Chintang-Nangchhuwa,171_this,bago,bago,b a + g o,,Chintang,,,^b a g o $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-171_this-1,,Chintang-Mangthana,171_this,bago,bago,b a + g o,,Chintang,,,^b a g o $,Chintang-Mangthana,,,
Chintang-Chambak-171_this-1,,Chintang-Chambak,171_this,bago,bago,b a + g o,,Chintang,,,^b a g o $,Chintang-Chambak,,,
Chulung-Barbhanjyang-171_this-1,,Chulung-Barbhanjyang,171_this,naŋ,naŋ,n a + ŋ,,Chulung,,,^n a ŋ $,Chulung-Barbhanjyang,,,
Chulung-Gairi-171_this-1,,Chulung-Gairi,171_this,naŋ,naŋ,n a + ŋ,,Chulung,,,^n a ŋ $,Chulung-Gairi,,,
Chulung-Pakha-171_this-1,,Chulung-Pakha,171_this,naŋ,naŋ,n a + ŋ,,Chulung,,,^n a ŋ $,Chulung-Pakha,,,
Chulung-Pokla-171_this-1,,Chulung-Pokla,171_this,naŋ,naŋ,n a + ŋ,,Chulung,,,^n a ŋ $,Chulung-Pokla,,,
Chulung-Sukeahal-171_this-1,,Chulung-Sukeahal,171_this,naŋ,naŋ,n a + ŋ,,Chulung,,,^n a ŋ $,Chulung-Sukeahal,,,
Dhimal-West-171_this-1,,Dhimal-West,171_this,idoi,idoi,i + d oi,,Dhimal,,,^i d oi$,Dhimal-West,,,
Dhimal-East-171_this-1,,Dhimal-East,171_this,wode,wode,w o + d e,,Dhimal,,,^w o d e $,Dhimal-East,,,
Dulung-Bartole-171_this-1,,Dulung-Bartole,171_this,igo,igo,i + g o,,Dulung,,,^i g o $,Dulung-Bartole,,,
Dulung-Dandatole-171_this-1,,Dulung-Dandatole,171_this,igo,igo,i + g o,,Dulung,,,^i g o $,Dulung-Dandatole,,,
Dulung-Tharpu-171_this-1,,Dulung-Tharpu,171_this,igo,igo,i + g o,,Dulung,,,^i g o $,Dulung-Tharpu,,,
Dulung-Chaukibari-171_this-1,,Dulung-Chaukibari,171_this,igo,igo,i + g o,,Dulung,,,^i g o $,Dulung-Chaukibari,,,
Dulung-Bastim-171_this-1,,Dulung-Bastim,171_this,igo,igo,i + g o,,Dulung,,,^i g o $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-171_this-1,,Ghale-Gurung-Mandre,171_this,ʌmbʌ,ʌmbʌ,ʌ m + b ʌ,,Ghale-Gurung,,,^ʌ mb ʌ $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-171_this-1,,Ghale-Gurung-Barpak1,171_this,ʌmmʌ,ʌmmʌ,ʌ m + m ʌ,,Ghale-Gurung,,,^ʌ mm ʌ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-171_this-1,,Ghale-Gurung-Barpak2,171_this,ʌmpʌ,ʌmpʌ,ʌ m + p ʌ,,Ghale-Gurung,,,^ʌ mp ʌ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-171_this-1,,Ghale-Gurung-Laprak,171_this,hin,hin,h i + n,,Ghale-Gurung,,,^h i n $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-171_this-1,,Ghale-Gurung-Gumda,171_this,hane,hane,h a + n e,,Ghale-Gurung,,,^h a n e $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-171_this-1,,Gurung-Sirubari,171_this,jo,jo,j o,,Gurung,,,^j o $,Gurung-Sirubari,,,
Gurung-Pokhara-171_this-1,,Gurung-Pokhara,171_this,tsu,tsu,ts u,,Gurung,,,^ts u $,Gurung-Pokhara,,,
Gurung-Sikles-171_this-1,,Gurung-Sikles,171_this,tsu,tsu,ts u,,Gurung,,,^ts u $,Gurung-Sikles,,,
Gurung-Khasur-171_this-1,,Gurung-Khasur,171_this,tsu,tsu,ts u,,Gurung,,,^ts u $,Gurung-Khasur,,,
Gurung-Bhujung-171_this-1,,Gurung-Bhujung,171_this,tsu,tsu,ts u,,Gurung,,,^ts u $,Gurung-Bhujung,,,
Jirel-Sikri-171_this-1,,Jirel-Sikri,171_this,di,di,d i,,Jirel,,,^d i $,Jirel-Sikri,,,
Jirel-Kharoban-171_this-1,,Jirel-Kharoban,171_this,di,di,d i,,Jirel,,,^d i $,Jirel-Kharoban,,,
Jirel-Chhetrapa-171_this-1,,Jirel-Chhetrapa,171_this,dila / di,dila,d i + l a,,Jirel,,,^d i l a $,Jirel-Chhetrapa,,,
Jirel-Chhetrapa-171_this-2,,Jirel-Chhetrapa,171_this,dila / di,di,d i,,Jirel,,,^d i $,Jirel-Chhetrapa,,,
Jirel-Yarsa-171_this-1,,Jirel-Yarsa,171_this,de,de,d e,,Jirel,,,^d e $,Jirel-Yarsa,,,
Athpahariya-Santang-172_that-1,,Athpahariya-Santang,172_that,yamba,yamba,j a m + b a,,Athpahariya,,,^ya mb a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-172_that-1,,Athpahariya-Tekunala,172_that,yana,yana,j a + n a,,Athpahariya,,,^ya n a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-172_that-1,,Belhare-Guthitar,172_that,na,na,n a,,Athpahariya,,,^n a $,Belhare-Guthitar,,,
Athpahariya-Khalde-172_that-1,,Athpahariya-Khalde,172_that,yana,yana,j a + n a,,Athpahariya,,,^ya n a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-172_that-1,,Athpahariya-Hatiya,172_that,yana,yana,j a + n a,,Athpahariya,,,^ya n a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-172_that-1,,Bantawa-Khoku,172_that,mokko,mokko,m o k + k o,,Bantawa,,,^m o kk o $,Bantawa-Khoku,,,
Bantawa-Lungin-172_that-1,,Bantawa-Lungin,172_that,mo,mo,m o,,Bantawa,,,^m o $,Bantawa-Lungin,,,
Bantawa-Thidingkha-172_that-1,,Bantawa-Thidingkha,172_that,mo,mo,m o,,Bantawa,,,^m o $,Bantawa-Thidingkha,,,
Bantawa-Timma-172_that-1,,Bantawa-Timma,172_that,moko,moko,m o + k o,,Bantawa,,,^m o k o $,Bantawa-Timma,,,
Bantawa-Okhre-172_that-1,,Bantawa-Okhre,172_that,moko,moko,m o + k o,,Bantawa,,,^m o k o $,Bantawa-Okhre,,,
Belhare-Belhare-172_that-1,,Belhare-Belhare,172_that,ina,ina,i + n a,,Belhare,,,^i n a $,Belhare-Belhare,,,
Belhare-Piple-172_that-1,,Belhare-Piple,172_that,inaro,inaro,i + n a + r o,,Belhare,,,^i n a r o $,Belhare-Piple,,,
Belhare-Guthitar-172_that-2,,Belhare-Guthitar,172_that,na,na,n a,,Belhare,,,^n a $,Belhare-Guthitar,,,
Belhare-Rudrabari-172_that-1,,Belhare-Rudrabari,172_that,una,una,u + n a,,Belhare,,,^u n a $,Belhare-Rudrabari,,,
Chamling-Hadunge-172_that-1,,Chamling-Hadunge,172_that,tiko,tiko,t i + k o,,Chamling,,,^t i k o $,Chamling-Hadunge,,,
Chamling-Halesi-172_that-1,,Chamling-Halesi,172_that,tiko,tiko,t i + k o,,Chamling,,,^t i k o $,Chamling-Halesi,,,
Chamling-Ratanchha-172_that-1,,Chamling-Ratanchha,172_that,tiko,tiko,t i + k o,,Chamling,,,^t i k o $,Chamling-Ratanchha,,,
Chamling-Balamta-172_that-1,,Chamling-Balamta,172_that,tiko,tiko,t i + k o,,Chamling,,,^t i k o $,Chamling-Balamta,,,
Chamling-Aaptar-172_that-1,,Chamling-Aaptar,172_that,tiko,tiko,t i + k o,,Chamling,,,^t i k o $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-172_that-1,,Chintang-ChaudhariTole,172_that,huŋgo,huŋgo,h u ŋ + g o,,Chintang,,,^h u ŋg o $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-172_that-1,,Chintang-Mulgaun,172_that,huŋgo,huŋgo,h u ŋ + g o,,Chintang,,,^h u ŋg o $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-172_that-1,,Chintang-Nangchhuwa,172_that,huŋgo,huŋgo,h u ŋ + g o,,Chintang,,,^h u ŋg o $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-172_that-1,,Chintang-Mangthana,172_that,huŋgo,huŋgo,h u ŋ + g o,,Chintang,,,^h u ŋg o $,Chintang-Mangthana,,,
Chintang-Chambak-172_that-1,,Chintang-Chambak,172_that,huŋgo,huŋgo,h u ŋ + g o,,Chintang,,,^h u ŋg o $,Chintang-Chambak,,,
Chulung-Barbhanjyang-172_that-1,,Chulung-Barbhanjyang,172_that,khun,khun,kʰ u n,,Chulung,,,^kh u n$,Chulung-Barbhanjyang,,,
Chulung-Gairi-172_that-1,,Chulung-Gairi,172_that,khun,khun,kʰ u n,,Chulung,,,^kh u n$,Chulung-Gairi,,,
Chulung-Pakha-172_that-1,,Chulung-Pakha,172_that,khun,khun,kʰ u n,,Chulung,,,^kh u n$,Chulung-Pakha,,,
Chulung-Pokla-172_that-1,,Chulung-Pokla,172_that,khun,khun,kʰ u n,,Chulung,,,^kh u n$,Chulung-Pokla,,,
Chulung-Sukeahal-172_that-1,,Chulung-Sukeahal,172_that,khun,khun,kʰ u n,,Chulung,,,^kh u n$,Chulung-Sukeahal,,,
Dhimal-West-172_that-1,,Dhimal-West,172_that,odoi,odoi,o + d oi,,Dhimal,,,^o d oi$,Dhimal-West,,,
Dhimal-East-172_that-1,,Dhimal-East,172_that,jode,jode,dʒ o + d e,,Dhimal,,,^j o d e $,Dhimal-East,,,
Dulung-Bartole-172_that-1,,Dulung-Bartole,172_that,mogo,mogo,m o + g o,,Dulung,,,^m o g o $,Dulung-Bartole,,,
Dulung-Dandatole-172_that-1,,Dulung-Dandatole,172_that,mugo,mugo,m u + g o,,Dulung,,,^m u g o $,Dulung-Dandatole,,,
Dulung-Tharpu-172_that-1,,Dulung-Tharpu,172_that,mugo,mugo,m u + g o,,Dulung,,,^m u g o $,Dulung-Tharpu,,,
Dulung-Chaukibari-172_that-1,,Dulung-Chaukibari,172_that,mugo,mugo,m u + g o,,Dulung,,,^m u g o $,Dulung-Chaukibari,,,
Dulung-Bastim-172_that-1,,Dulung-Bastim,172_that,mugo,mugo,m u + g o,,Dulung,,,^m u g o $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-172_that-1,,Ghale-Gurung-Mandre,172_that,hʌmbʌ,hʌmbʌ,h ʌ m + b ʌ,,Ghale-Gurung,,,^h ʌ mb ʌ $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-172_that-1,,Ghale-Gurung-Barpak1,172_that,hʌmmʌ,hʌmmʌ,h ʌ m + m ʌ,,Ghale-Gurung,,,^h ʌ mm ʌ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-172_that-1,,Ghale-Gurung-Barpak2,172_that,tembʌ,tembʌ,t e m + b ʌ,,Ghale-Gurung,,,^t e mb ʌ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-172_that-1,,Ghale-Gurung-Laprak,172_that,tin,tin,t i + n,,Ghale-Gurung,,,^t i n $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-172_that-1,,Ghale-Gurung-Gumda,172_that,twane,twane,t w a + n e,,Ghale-Gurung,,,^tw a n e $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-172_that-1,,Gurung-Sirubari,172_that,tsʌ,tsʌ,ts ʌ,,Gurung,,,^ts ʌ $,Gurung-Sirubari,,,
Gurung-Pokhara-172_that-1,,Gurung-Pokhara,172_that,tsʌ,tsʌ,ts ʌ,,Gurung,,,^ts ʌ $,Gurung-Pokhara,,,
Gurung-Sikles-172_that-1,,Gurung-Sikles,172_that,kja,kja,k j a,,Gurung,,,^kj a $,Gurung-Sikles,,,
Gurung-Khasur-172_that-1,,Gurung-Khasur,172_that,hodza,hodza,h o + dz a,,Gurung,,,^h o dz a $,Gurung-Khasur,,,
Gurung-Bhujung-172_that-1,,Gurung-Bhujung,172_that,kidza,kidza,k i + dz a,,Gurung,,,^k i dz a $,Gurung-Bhujung,,,
Jirel-Sikri-172_that-1,,Jirel-Sikri,172_that,the,the,tʰ e,,Jirel,,,^th e $,Jirel-Sikri,,,
Jirel-Kharoban-172_that-1,,Jirel-Kharoban,172_that,the,the,tʰ e,,Jirel,,,^th e $,Jirel-Kharoban,,,
Jirel-Chhetrapa-172_that-1,,Jirel-Chhetrapa,172_that,the /diba,the,tʰ e,,Jirel,,,^th e $,Jirel-Chhetrapa,,,
Jirel-Chhetrapa-172_that-2,,Jirel-Chhetrapa,172_that,the /diba,diba,d i + b a,,Jirel,,,^d i b a $,Jirel-Chhetrapa,,,
Jirel-Yarsa-172_that-1,,Jirel-Yarsa,172_that,the,the,tʰ e,,Jirel,,,^th e $,Jirel-Yarsa,,,
Athpahariya-Santang-173_these-1,,Athpahariya-Santang,173_these,nagatsi,nagatsi,n a + g a + ts i,,Athpahariya,,,^n a g a ts i $,Athpahariya-Santang,,,
Athpahariya-Tekunala-173_these-1,,Athpahariya-Tekunala,173_these,naga,naga,n a + g a,,Athpahariya,,,^n a g a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-173_these-1,,Belhare-Guthitar,173_these,nakhatshi,nakhatshi,n a + kʰ a + tsʰ i,,Athpahariya,,,^n a kh a tsh i $,Belhare-Guthitar,,,
Athpahariya-Khalde-173_these-1,,Athpahariya-Khalde,173_these,hitnaga,hitnaga,h i t + n a + g a,,Athpahariya,,,^h i tn a g a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-173_these-1,,Athpahariya-Hatiya,173_these,nagatsi,nagatsi,n a + g a + ts i,,Athpahariya,,,^n a g a ts i $,Athpahariya-Hatiya,,,
Bantawa-Khoku-173_these-1,,Bantawa-Khoku,173_these,okkoci,okkoci,o k + k o + ts i,,Bantawa,,,^o kk o c i $,Bantawa-Khoku,,,
Bantawa-Lungin-173_these-1,,Bantawa-Lungin,173_these,oci,oci,o + ts i,,Bantawa,,,^o c i $,Bantawa-Lungin,,,
Bantawa-Thidingkha-173_these-1,,Bantawa-Thidingkha,173_these,okkoci,okkoci,o k + k o + ts i,,Bantawa,,,^o kk o c i $,Bantawa-Thidingkha,,,
Bantawa-Timma-173_these-1,,Bantawa-Timma,173_these,okkoci,okkoci,o k + k o + ts i,,Bantawa,,,^o kk o c i $,Bantawa-Timma,,,
Bantawa-Okhre-173_these-1,,Bantawa-Okhre,173_these,okkoci,okkoci,o k + k o + ts i,,Bantawa,,,^o kk o c i $,Bantawa-Okhre,,,
Belhare-Belhare-173_these-1,,Belhare-Belhare,173_these,inkha,inkha,i n + kʰ a,,Belhare,,,^i nkh a $,Belhare-Belhare,,,
Belhare-Piple-173_these-1,,Belhare-Piple,173_these,nakha,nakha,n a + kʰ a,,Belhare,,,^n a kh a $,Belhare-Piple,,,
